id,name,rate
29186,"Ste. Genevieve County, Missouri",322
29187,"St. Francois County, Missouri",370
29189,"St. Louis County, Missouri",33290
29195,"Saline County, Missouri",621
29197,"Schuyler County, Missouri",63
29199,"Scotland County, Missouri",14
29201,"Scott County, Missouri",94
29203,"Shannon County, Missouri",15
29205,"Shelby County, Missouri",18
29207,"Stoddard County, Missouri",101
29209,"Stone County, Missouri",152
29211,"Sullivan County, Missouri",381
29213,"Taney County, Missouri",1536
29215,"Texas County, Missouri",126
29217,"Vernon County, Missouri",129
29219,"Warren County, Missouri",396
29221,"Washington County, Missouri",47
29223,"Wayne County, Missouri",25
29225,"Webster County, Missouri",225
29227,"Worth County, Missouri",1
29229,"Wright County, Missouri",42
29510,"St. Louis city, Missouri",13137
30001,"Beaverhead County, Montana",218
30003,"Big Horn County, Montana",89
30005,"Blaine County, Montana",32
30007,"Broadwater County, Montana",18
30009,"Carbon County, Montana",101
30011,"Carter County, Montana",1
30013,"Cascade County, Montana",620
30015,"Chouteau County, Montana",71
30017,"Custer County, Montana",67
30019,"Daniels County, Montana",16
30021,"Dawson County, Montana",98
30023,"Deer Lodge County, Montana",39
30025,"Fallon County, Montana",1
30027,"Fergus County, Montana",130
30029,"Flathead County, Montana",756
30031,"Gallatin County, Montana",1765
30033,"Garfield County, Montana",0
30035,"Glacier County, Montana",204
30037,"Golden Valley County, Montana",0
30039,"Granite County, Montana",36
30041,"Hill County, Montana",92
30043,"Jefferson County, Montana",89
30045,"Judith Basin County, Montana",4
30047,"Lake County, Montana",277
30049,"Lewis and Clark County, Montana",451
30051,"Liberty County, Montana",15
30053,"Lincoln County, Montana",104
30055,"McCone County, Montana",5
30057,"Madison County, Montana",136
30059,"Meagher County, Montana",9
30061,"Mineral County, Montana",11
30063,"Missoula County, Montana",1420
30065,"Musselshell County, Montana",59
30067,"Park County, Montana",68
30069,"Petroleum County, Montana",0
30071,"Phillips County, Montana",28
30073,"Pondera County, Montana",94
30075,"Powder River County, Montana",0
30077,"Powell County, Montana",9
30079,"Prairie County, Montana",12
30081,"Ravalli County, Montana",232
30083,"Richland County, Montana",148
30085,"Roosevelt County, Montana",27
30087,"Rosebud County, Montana",43
30089,"Sanders County, Montana",65
30091,"Sheridan County, Montana",29
30093,"Silver Bow County, Montana",562
30095,"Stillwater County, Montana",72
30097,"Sweet Grass County, Montana",28
30099,"Teton County, Montana",57
30101,"Toole County, Montana",41
30103,"Treasure County, Montana",0
30105,"Valley County, Montana",66
30107,"Wheatland County, Montana",15
30109,"Wibaux County, Montana",10
30111,"Yellowstone County, Montana",1312
31001,"Adams County, Nebraska",971
31003,"Antelope County, Nebraska",85
31005,"Arthur County, Nebraska",1
31007,"Banner County, Nebraska",12
31009,"Blaine County, Nebraska",0
31011,"Boone County, Nebraska",35
31013,"Box Butte County, Nebraska",152
31015,"Boyd County, Nebraska",3
31017,"Brown County, Nebraska",1
31019,"Buffalo County, Nebraska",1348
31021,"Burt County, Nebraska",56
31023,"Butler County, Nebraska",108
31025,"Cass County, Nebraska",161
31027,"Cedar County, Nebraska",2
31029,"Chase County, Nebraska",262
31031,"Cherry County, Nebraska",92
31033,"Cheyenne County, Nebraska",155
31035,"Clay County, Nebraska",232
31037,"Colfax County, Nebraska",1842
31039,"Cuming County, Nebraska",327
31041,"Custer County, Nebraska",137
31043,"Dakota County, Nebraska",2186
31045,"Dawes County, Nebraska",277
31047,"Dawson County, Nebraska",2648
31049,"Deuel County, Nebraska",44
31051,"Dixon County, Nebraska",199
31053,"Dodge County, Nebraska",1483
31055,"Douglas County, Nebraska",33195
31057,"Dundy County, Nebraska",83
31059,"Fillmore County, Nebraska",8
31061,"Franklin County, Nebraska",23
31063,"Frontier County, Nebraska",10
31065,"Furnas County, Nebraska",1
31067,"Gage County, Nebraska",61
31069,"Garden County, Nebraska",16
31071,"Garfield County, Nebraska",0
31073,"Gosper County, Nebraska",0
31075,"Grant County, Nebraska",0
31077,"Greeley County, Nebraska",6
31079,"Hall County, Nebraska",6211
31081,"Hamilton County, Nebraska",39
31083,"Harlan County, Nebraska",8
31085,"Hayes County, Nebraska",51
31087,"Hitchcock County, Nebraska",36
31089,"Holt County, Nebraska",137
31091,"Hooker County, Nebraska",3
31093,"Howard County, Nebraska",19
31095,"Jefferson County, Nebraska",44
31097,"Johnson County, Nebraska",159
31099,"Kearney County, Nebraska",122
31101,"Keith County, Nebraska",106
31103,"Keya Paha County, Nebraska",3
31105,"Kimball County, Nebraska",43
31107,"Knox County, Nebraska",28
31109,"Lancaster County, Nebraska",12488
31111,"Lincoln County, Nebraska",357
31113,"Logan County, Nebraska",0
31115,"Loup County, Nebraska",1
31117,"McPherson County, Nebraska",0
31119,"Madison County, Nebraska",1723
31121,"Merrick County, Nebraska",99
31123,"Morrill County, Nebraska",143
31125,"Nance County, Nebraska",5
31127,"Nemaha County, Nebraska",29
31129,"Nuckolls County, Nebraska",37
31131,"Otoe County, Nebraska",440
31133,"Pawnee County, Nebraska",14
31135,"Perkins County, Nebraska",37
31137,"Phelps County, Nebraska",195
31139,"Pierce County, Nebraska",32
31141,"Platte County, Nebraska",1808
31143,"Polk County, Nebraska",111
31145,"Red Willow County, Nebraska",167
31147,"Richardson County, Nebraska",9
31149,"Rock County, Nebraska",3
31151,"Saline County, Nebraska",1252
31153,"Sarpy County, Nebraska",4795
31155,"Saunders County, Nebraska",174
31157,"Scotts Bluff County, Nebraska",1155
31159,"Seward County, Nebraska",120
31161,"Sheridan County, Nebraska",8
31163,"Sherman County, Nebraska",11
31165,"Sioux County, Nebraska",5
31167,"Stanton County, Nebraska",41
31169,"Thayer County, Nebraska",17
31171,"Thomas County, Nebraska",4
31173,"Thurston County, Nebraska",85
31175,"Valley County, Nebraska",7
31177,"Washington County, Nebraska",95
31179,"Wayne County, Nebraska",270
31181,"Webster County, Nebraska",10
31183,"Wheeler County, Nebraska",0
31185,"York County, Nebraska",187
32001,"Churchill County, Nevada",997
32003,"Clark County, Nevada",241572
32005,"Douglas County, Nevada",1826
32007,"Elko County, Nevada",3189
32009,"Esmeralda County, Nevada",83
32011,"Eureka County, Nevada",11
32013,"Humboldt County, Nevada",1075
32015,"Lander County, Nevada",374
32017,"Lincoln County, Nevada",111
32019,"Lyon County, Nevada",2425
32021,"Mineral County, Nevada",133
32023,"Nye County, Nevada",1607
32027,"Pershing County, Nevada",451
32029,"Storey County, Nevada",30
32031,"Washoe County, Nevada",35813
32033,"White Pine County, Nevada",282
32510,"Carson City, Nevada",3783
33001,"Belknap County, New Hampshire",751
33003,"Carroll County, New Hampshire",689
33005,"Cheshire County, New Hampshire",1102
33007,"Coos County, New Hampshire",463
33009,"Grafton County, New Hampshire",2817
33011,"Hillsborough County, New Hampshire",17258
33013,"Merrimack County, New Hampshire",3211
33015,"Rockingham County, New Hampshire",5450
33017,"Strafford County, New Hampshire",3515
33019,"Sullivan County, New Hampshire",304
34001,"Atlantic County, New Jersey",20914
34003,"Bergen County, New Jersey",109964
34005,"Burlington County, New Jersey",16033
34007,"Camden County, New Jersey",25292
34009,"Cape May County, New Jersey",2724
34011,"Cumberland County, New Jersey",11295
34013,"Essex County, New Jersey",101357
34015,"Gloucester County, New Jersey",6206
34017,"Hudson County, New Jersey",149492
34019,"Hunterdon County, New Jersey",4655
34021,"Mercer County, New Jersey",43517
34023,"Middlesex County, New Jersey",126725
34025,"Monmouth County, New Jersey",35245
34027,"Morris County, New Jersey",39826
34029,"Ocean County, New Jersey",21202
34031,"Passaic County, New Jersey",65024
34033,"Salem County, New Jersey",1841
34035,"Somerset County, New Jersey",33922
34037,"Sussex County, New Jersey",3495
34039,"Union County, New Jersey",81745
34041,"Warren County, New Jersey",4577
35001,"Bernalillo County, New Mexico",46050
35003,"Catron County, New Mexico",6
35005,"Chaves County, New Mexico",5266
35006,"Cibola County, New Mexico",1038
35007,"Colfax County, New Mexico",327
35009,"Curry County, New Mexico",2854
35011,"De Baca County, New Mexico",83
35013,"Do?a Ana County, New Mexico",23269
35015,"Eddy County, New Mexico",1939
35017,"Grant County, New Mexico",429
35019,"Guadalupe County, New Mexico",54
35021,"Harding County, New Mexico",11
35023,"Hidalgo County, New Mexico",209
35025,"Lea County, New Mexico",7974
35027,"Lincoln County, New Mexico",899
35028,"Los Alamos County, New Mexico",857
35029,"Luna County, New Mexico",3224
35031,"McKinley County, New Mexico",996
35033,"Mora County, New Mexico",0
35035,"Otero County, New Mexico",5782
35037,"Quay County, New Mexico",139
35039,"Rio Arriba County, New Mexico",1586
35041,"Roosevelt County, New Mexico",1435
35043,"Sandoval County, New Mexico",2776
35045,"San Juan County, New Mexico",3325
35047,"San Miguel County, New Mexico",847
35049,"Santa Fe County, New Mexico",14206
35051,"Sierra County, New Mexico",301
35053,"Socorro County, New Mexico",587
35055,"Taos County, New Mexico",1188
35057,"Torrance County, New Mexico",748
35059,"Union County, New Mexico",184
35061,"Valencia County, New Mexico",3763
36001,"Albany County, New York",11951
36003,"Allegany County, New York",553
36005,"Bronx County, New York",264285
36007,"Broome County, New York",5312
36009,"Cattaraugus County, New York",717
36011,"Cayuga County, New York",892
36013,"Chautauqua County, New York",1361
36015,"Chemung County, New York",1012
36017,"Chenango County, New York",393
36019,"Clinton County, New York",1941
36021,"Columbia County, New York",1826
36023,"Cortland County, New York",335
36025,"Delaware County, New York",664
36027,"Dutchess County, New York",15047
36029,"Erie County, New York",31308
36031,"Essex County, New York",924
36033,"Franklin County, New York",931
36035,"Fulton County, New York",534
36037,"Genesee County, New York",625
36039,"Greene County, New York",1081
36041,"Hamilton County, New York",45
36043,"Herkimer County, New York",580
36045,"Jefferson County, New York",2310
36047,"Kings County, New York",419792
36049,"Lewis County, New York",300
36051,"Livingston County, New York",896
36053,"Madison County, New York",738
36055,"Monroe County, New York",27598
36057,"Montgomery County, New York",634
36059,"Nassau County, New York",112765
36061,"New York County, New York",247761
36063,"Niagara County, New York",3460
36065,"Oneida County, New York",9106
36067,"Onondaga County, New York",17517
36069,"Ontario County, New York",1809
36071,"Orange County, New York",18533
36073,"Orleans County, New York",779
36075,"Oswego County, New York",992
36077,"Otsego County, New York",855
36079,"Putnam County, New York",4658
36081,"Queens County, New York",494915
36083,"Rensselaer County, New York",3456
36085,"Richmond County, New York",35469
36087,"Rockland County, New York",29147
36089,"St. Lawrence County, New York",2461
36091,"Saratoga County, New York",5361
36093,"Schenectady County, New York",5444
36095,"Schoharie County, New York",267
36097,"Schuyler County, New York",128
36099,"Seneca County, New York",229
36101,"Steuben County, New York",1171
36103,"Suffolk County, New York",112082
36105,"Sullivan County, New York",3562
36107,"Tioga County, New York",278
36109,"Tompkins County, New York",9177
36111,"Ulster County, New York",6480
36113,"Warren County, New York",959
36115,"Washington County, New York",550
36117,"Wayne County, New York",723
36119,"Westchester County, New York",122134
36121,"Wyoming County, New York",417
36123,"Yates County, New York",297
37001,"Alamance County, North Carolina",8582
37003,"Alexander County, North Carolina",623
37005,"Alleghany County, North Carolina",542
37007,"Anson County, North Carolina",650
37009,"Ashe County, North Carolina",924
37011,"Avery County, North Carolina",571
37013,"Beaufort County, North Carolina",1196
37015,"Bertie County, North Carolina",309
37017,"Bladen County, North Carolina",1460
37019,"Brunswick County, North Carolina",2824
37021,"Buncombe County, North Carolina",8391
37023,"Burke County, North Carolina",2696
37025,"Cabarrus County, North Carolina",9699
37027,"Caldwell County, North Carolina",1952
37029,"Camden County, North Carolina",193
37031,"Carteret County, North Carolina",1574
37033,"Caswell County, North Carolina",412
37035,"Catawba County, North Carolina",7015
37037,"Chatham County, North Carolina",4593
37039,"Cherokee County, North Carolina",312
37041,"Chowan County, North Carolina",262
37043,"Clay County, North Carolina",191
37045,"Cleveland County, North Carolina",1507
37047,"Columbus County, North Carolina",1181
37049,"Craven County, North Carolina",3051
37051,"Cumberland County, North Carolina",8399
37053,"Currituck County, North Carolina",381
37055,"Dare County, North Carolina",1280
37057,"Davidson County, North Carolina",5720
37059,"Davie County, North Carolina",1170
37061,"Duplin County, North Carolina",6391
37063,"Durham County, North Carolina",28931
37065,"Edgecombe County, North Carolina",1142
37067,"Forsyth County, North Carolina",22520
37069,"Franklin County, North Carolina",2139
37071,"Gaston County, North Carolina",7503
37073,"Gates County, North Carolina",103
37075,"Graham County, North Carolina",43
37077,"Granville County, North Carolina",1679
37079,"Greene County, North Carolina",1407
37081,"Guilford County, North Carolina",32685
37083,"Halifax County, North Carolina",532
37085,"Harnett County, North Carolina",4749
37087,"Haywood County, North Carolina",742
37089,"Henderson County, North Carolina",5369
37091,"Hertford County, North Carolina",652
37093,"Hoke County, North Carolina",1906
37095,"Hyde County, North Carolina",161
37097,"Iredell County, North Carolina",6494
37099,"Jackson County, North Carolina",1120
37101,"Johnston County, North Carolina",10242
37103,"Jones County, North Carolina",267
37105,"Lee County, North Carolina",5310
37107,"Lenoir County, North Carolina",2077
37109,"Lincoln County, North Carolina",2423
37111,"McDowell County, North Carolina",1131
37113,"Macon County, North Carolina",1230
37115,"Madison County, North Carolina",302
37117,"Martin County, North Carolina",324
37119,"Mecklenburg County, North Carolina",92907
37121,"Mitchell County, North Carolina",235
37123,"Montgomery County, North Carolina",1701
37125,"Moore County, North Carolina",2694
37127,"Nash County, North Carolina",2800
37129,"New Hanover County, North Carolina",7570
37131,"Northampton County, North Carolina",292
37133,"Onslow County, North Carolina",3329
37135,"Orange County, North Carolina",11433
37137,"Pamlico County, North Carolina",222
37139,"Pasquotank County, North Carolina",923
37141,"Pender County, North Carolina",1517
37143,"Perquimans County, North Carolina",146
37145,"Person County, North Carolina",855
37147,"Pitt County, North Carolina",5632
37149,"Polk County, North Carolina",322
37151,"Randolph County, North Carolina",7043
37153,"Richmond County, North Carolina",1501
37155,"Robeson County, North Carolina",5510
37157,"Rockingham County, North Carolina",2574
37159,"Rowan County, North Carolina",4291
37161,"Rutherford County, North Carolina",1032
37163,"Sampson County, North Carolina",5213
37165,"Scotland County, North Carolina",514
37167,"Stanly County, North Carolina",1414
37169,"Stokes County, North Carolina",605
37171,"Surry County, North Carolina",2969
37173,"Swain County, North Carolina",102
37175,"Transylvania County, North Carolina",825
37177,"Tyrrell County, North Carolina",235
37179,"Union County, North Carolina",11489
37181,"Vance County, North Carolina",1213
37183,"Wake County, North Carolina",76477
37185,"Warren County, North Carolina",319
37187,"Washington County, North Carolina",304
37189,"Watauga County, North Carolina",911
37191,"Wayne County, North Carolina",6937
37193,"Wilkes County, North Carolina",2211
37195,"Wilson County, North Carolina",4485
37197,"Yadkin County, North Carolina",1648
37199,"Yancey County, North Carolina",417
38001,"Adams County, North Dakota",37
38003,"Barnes County, North Dakota",270
38005,"Benson County, North Dakota",14
38007,"Billings County, North Dakota",39
38009,"Bottineau County, North Dakota",73
38011,"Bowman County, North Dakota",7
38013,"Burke County, North Dakota",43
38015,"Burleigh County, North Dakota",920
38017,"Cass County, North Dakota",6654
38019,"Cavalier County, North Dakota",15
38021,"Dickey County, North Dakota",58
38023,"Divide County, North Dakota",45
38025,"Dunn County, North Dakota",76
38027,"Eddy County, North Dakota",12
38029,"Emmons County, North Dakota",16
38031,"Foster County, North Dakota",30
38033,"Golden Valley County, North Dakota",0
38035,"Grand Forks County, North Dakota",1851
38037,"Grant County, North Dakota",14
38039,"Griggs County, North Dakota",6
38041,"Hettinger County, North Dakota",11
38043,"Kidder County, North Dakota",12
38045,"LaMoure County, North Dakota",3
38047,"Logan County, North Dakota",9
38049,"McHenry County, North Dakota",49
38051,"McIntosh County, North Dakota",15
38053,"McKenzie County, North Dakota",25
38055,"McLean County, North Dakota",32
38057,"Mercer County, North Dakota",13
38059,"Morton County, North Dakota",89
38061,"Mountrail County, North Dakota",48
38063,"Nelson County, North Dakota",23
38065,"Oliver County, North Dakota",3
38067,"Pembina County, North Dakota",119
38069,"Pierce County, North Dakota",7
38071,"Ramsey County, North Dakota",98
38073,"Ransom County, North Dakota",25
38075,"Renville County, North Dakota",10
38077,"Richland County, North Dakota",124
38079,"Rolette County, North Dakota",16
38081,"Sargent County, North Dakota",58
38083,"Sheridan County, North Dakota",1
38085,"Sioux County, North Dakota",11
38087,"Slope County, North Dakota",0
38089,"Stark County, North Dakota",583
38091,"Steele County, North Dakota",12
38093,"Stutsman County, North Dakota",164
38095,"Towner County, North Dakota",16
38097,"Traill County, North Dakota",71
38099,"Walsh County, North Dakota",186
38101,"Ward County, North Dakota",1625
38103,"Wells County, North Dakota",16
38105,"Williams County, North Dakota",377
39001,"Adams County, Ohio",74
39003,"Allen County, Ohio",588
39005,"Ashland County, Ohio",531
39007,"Ashtabula County, Ohio",664
39009,"Athens County, Ohio",2275
39011,"Auglaize County, Ohio",273
39013,"Belmont County, Ohio",318
39015,"Brown County, Ohio",155
39017,"Butler County, Ohio",10646
39019,"Carroll County, Ohio",151
39021,"Champaign County, Ohio",162
39023,"Clark County, Ohio",1572
39025,"Clermont County, Ohio",1801
39027,"Clinton County, Ohio",176
39029,"Columbiana County, Ohio",562
39031,"Coshocton County, Ohio",51
39033,"Crawford County, Ohio",231
39035,"Cuyahoga County, Ohio",35356
39037,"Darke County, Ohio",194
39039,"Defiance County, Ohio",240
39041,"Delaware County, Ohio",4365
39043,"Erie County, Ohio",517
39045,"Fairfield County, Ohio",1766
39047,"Fayette County, Ohio",327
39049,"Franklin County, Ohio",69914
39051,"Fulton County, Ohio",309
39053,"Gallia County, Ohio",171
39055,"Geauga County, Ohio",730
39057,"Greene County, Ohio",4192
39059,"Guernsey County, Ohio",94
39061,"Hamilton County, Ohio",22654
39063,"Hancock County, Ohio",1172
39065,"Hardin County, Ohio",276
39067,"Harrison County, Ohio",24
39069,"Henry County, Ohio",200
39071,"Highland County, Ohio",214
39073,"Hocking County, Ohio",202
39075,"Holmes County, Ohio",144
39077,"Huron County, Ohio",1113
39079,"Jackson County, Ohio",204
39081,"Jefferson County, Ohio",269
39083,"Knox County, Ohio",409
39085,"Lake County, Ohio",5365
39087,"Lawrence County, Ohio",67
39089,"Licking County, Ohio",1362
39091,"Logan County, Ohio",223
39093,"Lorain County, Ohio",3202
39095,"Lucas County, Ohio",6708
39097,"Madison County, Ohio",425
39099,"Mahoning County, Ohio",3414
39101,"Marion County, Ohio",505
39103,"Medina County, Ohio",1310
39105,"Meigs County, Ohio",59
39107,"Mercer County, Ohio",201
39109,"Miami County, Ohio",796
39111,"Monroe County, Ohio",12
39113,"Montgomery County, Ohio",11352
39115,"Morgan County, Ohio",47
39117,"Morrow County, Ohio",72
39119,"Muskingum County, Ohio",447
39121,"Noble County, Ohio",45
39123,"Ottawa County, Ohio",113
39125,"Paulding County, Ohio",186
39127,"Perry County, Ohio",60
39129,"Pickaway County, Ohio",125
39131,"Pike County, Ohio",75
39133,"Portage County, Ohio",3934
39135,"Preble County, Ohio",237
39137,"Putnam County, Ohio",200
39139,"Richland County, Ohio",741
39141,"Ross County, Ohio",342
39143,"Sandusky County, Ohio",368
39145,"Scioto County, Ohio",492
39147,"Seneca County, Ohio",429
39149,"Shelby County, Ohio",442
39151,"Stark County, Ohio",3201
39153,"Summit County, Ohio",11727
39155,"Trumbull County, Ohio",958
39157,"Tuscarawas County, Ohio",842
39159,"Union County, Ohio",689
39161,"Van Wert County, Ohio",63
39163,"Vinton County, Ohio",14
39165,"Warren County, Ohio",6582
39167,"Washington County, Ohio",409
39169,"Wayne County, Ohio",1219
39171,"Williams County, Ohio",214
39173,"Wood County, Ohio",2333
39175,"Wyandot County, Ohio",141
40001,"Adair County, Oklahoma",352
40003,"Alfalfa County, Oklahoma",107
40005,"Atoka County, Oklahoma",88
40007,"Beaver County, Oklahoma",332
40009,"Beckham County, Oklahoma",543
40011,"Blaine County, Oklahoma",207
40013,"Bryan County, Oklahoma",634
40015,"Caddo County, Oklahoma",668
40017,"Canadian County, Oklahoma",2827
40019,"Carter County, Oklahoma",807
40021,"Cherokee County, Oklahoma",855
40023,"Choctaw County, Oklahoma",60
40025,"Cimarron County, Oklahoma",154
40027,"Cleveland County, Oklahoma",8470
40029,"Coal County, Oklahoma",29
40031,"Comanche County, Oklahoma",3293
40033,"Cotton County, Oklahoma",8
40035,"Craig County, Oklahoma",128
40037,"Creek County, Oklahoma",627
40039,"Custer County, Oklahoma",1646
40041,"Delaware County, Oklahoma",513
40043,"Dewey County, Oklahoma",66
40045,"Ellis County, Oklahoma",67
40047,"Garfield County, Oklahoma",2883
40049,"Garvin County, Oklahoma",539
40051,"Grady County, Oklahoma",498
40053,"Grant County, Oklahoma",4
40055,"Greer County, Oklahoma",21
40057,"Harmon County, Oklahoma",99
40059,"Harper County, Oklahoma",547
40061,"Haskell County, Oklahoma",169
40063,"Hughes County, Oklahoma",64
40065,"Jackson County, Oklahoma",1074
40067,"Jefferson County, Oklahoma",74
40069,"Johnston County, Oklahoma",69
40071,"Kay County, Oklahoma",726
40073,"Kingfisher County, Oklahoma",873
40075,"Kiowa County, Oklahoma",141
40077,"Latimer County, Oklahoma",80
40079,"Le Flore County, Oklahoma",1428
40081,"Lincoln County, Oklahoma",174
40083,"Logan County, Oklahoma",454
40085,"Love County, Oklahoma",406
40087,"McClain County, Oklahoma",608
40089,"McCurtain County, Oklahoma",332
40091,"McIntosh County, Oklahoma",46
40093,"Major County, Oklahoma",162
40095,"Marshall County, Oklahoma",770
40097,"Mayes County, Oklahoma",301
40099,"Murray County, Oklahoma",150
40101,"Muskogee County, Oklahoma",1401
40103,"Noble County, Oklahoma",86
40105,"Nowata County, Oklahoma",69
40107,"Okfuskee County, Oklahoma",60
40109,"Oklahoma County, Oklahoma",58095
40111,"Okmulgee County, Oklahoma",156
40113,"Osage County, Oklahoma",318
40115,"Ottawa County, Oklahoma",419
40117,"Pawnee County, Oklahoma",103
40119,"Payne County, Oklahoma",3954
40121,"Pittsburg County, Oklahoma",493
40123,"Pontotoc County, Oklahoma",552
40125,"Pottawatomie County, Oklahoma",682
40127,"Pushmataha County, Oklahoma",99
40129,"Roger Mills County, Oklahoma",24
40131,"Rogers County, Oklahoma",1076
40133,"Seminole County, Oklahoma",220
40135,"Sequoyah County, Oklahoma",411
40137,"Stephens County, Oklahoma",695
40139,"Texas County, Oklahoma",4432
40141,"Tillman County, Oklahoma",235
40143,"Tulsa County, Oklahoma",35488
40145,"Wagoner County, Oklahoma",1445
40147,"Washington County, Oklahoma",1303
40149,"Washita County, Oklahoma",259
40151,"Woods County, Oklahoma",121
40153,"Woodward County, Oklahoma",630
41001,"Baker County, Oregon",189
41003,"Benton County, Oregon",5589
41005,"Clackamas County, Oregon",14960
41007,"Clatsop County, Oregon",1446
41009,"Columbia County, Oregon",909
41011,"Coos County, Oregon",1290
41013,"Crook County, Oregon",248
41015,"Curry County, Oregon",319
41017,"Deschutes County, Oregon",4483
41019,"Douglas County, Oregon",1438
41021,"Gilliam County, Oregon",21
41023,"Grant County, Oregon",38
41025,"Harney County, Oregon",80
41027,"Hood River County, Oregon",2793
41029,"Jackson County, Oregon",7560
41031,"Jefferson County, Oregon",963
41033,"Josephine County, Oregon",1614
41035,"Klamath County, Oregon",1696
41037,"Lake County, Oregon",207
41039,"Lane County, Oregon",13461
41041,"Lincoln County, Oregon",1773
41043,"Linn County, Oregon",3020
41045,"Malheur County, Oregon",2575
41047,"Marion County, Oregon",30260
41049,"Morrow County, Oregon",1419
41051,"Multnomah County, Oregon",61277
41053,"Polk County, Oregon",3421
41055,"Sherman County, Oregon",54
41057,"Tillamook County, Oregon",975
41059,"Umatilla County, Oregon",5740
41061,"Union County, Oregon",625
41063,"Wallowa County, Oregon",35
41065,"Wasco County, Oregon",1594
41067,"Washington County, Oregon",54455
41069,"Wheeler County, Oregon",6
41071,"Yamhill County, Oregon",5947
42001,"Adams County, Pennsylvania",2623
42003,"Allegheny County, Pennsylvania",36290
42005,"Armstrong County, Pennsylvania",131
42007,"Beaver County, Pennsylvania",961
42009,"Bedford County, Pennsylvania",120
42011,"Berks County, Pennsylvania",14909
42013,"Blair County, Pennsylvania",507
42015,"Bradford County, Pennsylvania",329
42017,"Bucks County, Pennsylvania",18425
42019,"Butler County, Pennsylvania",1449
42021,"Cambria County, Pennsylvania",817
42023,"Cameron County, Pennsylvania",23
42025,"Carbon County, Pennsylvania",412
42027,"Centre County, Pennsylvania",8511
42029,"Chester County, Pennsylvania",26092
42031,"Clarion County, Pennsylvania",258
42033,"Clearfield County, Pennsylvania",1806
42035,"Clinton County, Pennsylvania",375
42037,"Columbia County, Pennsylvania",716
42039,"Crawford County, Pennsylvania",482
42041,"Cumberland County, Pennsylvania",6887
42043,"Dauphin County, Pennsylvania",9735
42045,"Delaware County, Pennsylvania",24211
42047,"Elk County, Pennsylvania",70
42049,"Erie County, Pennsylvania",6608
42051,"Fayette County, Pennsylvania",632
42053,"Forest County, Pennsylvania",63
42055,"Franklin County, Pennsylvania",3172
42057,"Fulton County, Pennsylvania",46
42059,"Greene County, Pennsylvania",84
42061,"Huntingdon County, Pennsylvania",257
42063,"Indiana County, Pennsylvania",727
42065,"Jefferson County, Pennsylvania",120
42067,"Juniata County, Pennsylvania",272
42069,"Lackawanna County, Pennsylvania",5926
42071,"Lancaster County, Pennsylvania",11436
42073,"Lawrence County, Pennsylvania",352
42075,"Lebanon County, Pennsylvania",2403
42077,"Lehigh County, Pennsylvania",16569
42079,"Luzerne County, Pennsylvania",9869
42081,"Lycoming County, Pennsylvania",803
42083,"McKean County, Pennsylvania",344
42085,"Mercer County, Pennsylvania",674
42087,"Mifflin County, Pennsylvania",181
42089,"Monroe County, Pennsylvania",5820
42091,"Montgomery County, Pennsylvania",36963
42093,"Montour County, Pennsylvania",241
42095,"Northampton County, Pennsylvania",8320
42097,"Northumberland County, Pennsylvania",443
42099,"Perry County, Pennsylvania",308
42101,"Philadelphia County, Pennsylvania",99160
42103,"Pike County, Pennsylvania",1790
42105,"Potter County, Pennsylvania",82
42107,"Schuylkill County, Pennsylvania",1573
42109,"Snyder County, Pennsylvania",251
42111,"Somerset County, Pennsylvania",291
42113,"Sullivan County, Pennsylvania",47
42115,"Susquehanna County, Pennsylvania",274
42117,"Tioga County, Pennsylvania",191
42119,"Union County, Pennsylvania",1005
42121,"Venango County, Pennsylvania",169
42123,"Warren County, Pennsylvania",189
42125,"Washington County, Pennsylvania",1969
42127,"Wayne County, Pennsylvania",516
42129,"Westmoreland County, Pennsylvania",1590
42131,"Wyoming County, Pennsylvania",181
42133,"York County, Pennsylvania",6978
44001,"Bristol County, Rhode Island",1479
44003,"Kent County, Rhode Island",3017
44005,"Newport County, Rhode Island",2756
44007,"Providence County, Rhode Island",59011
44009,"Washington County, Rhode Island",1895
45001,"Abbeville County, South Carolina",209
45003,"Aiken County, South Carolina",3849
45005,"Allendale County, South Carolina",54
45007,"Anderson County, South Carolina",2729
45009,"Bamberg County, South Carolina",111
45011,"Barnwell County, South Carolina",183
45013,"Beaufort County, South Carolina",10896
45015,"Berkeley County, South Carolina",5993
45017,"Calhoun County, South Carolina",251
45019,"Charleston County, South Carolina",10671
45021,"Cherokee County, South Carolina",720
45023,"Chester County, South Carolina",93
45025,"Chesterfield County, South Carolina",875
45027,"Clarendon County, South Carolina",391
45029,"Colleton County, South Carolina",593
45031,"Darlington County, South Carolina",865
45033,"Dillon County, South Carolina",659
45035,"Dorchester County, South Carolina",3225
45037,"Edgefield County, South Carolina",931
45039,"Fairfield County, South Carolina",397
45041,"Florence County, South Carolina",1894
45043,"Georgetown County, South Carolina",844
45045,"Greenville County, South Carolina",24118
45047,"Greenwood County, South Carolina",1899
45049,"Hampton County, South Carolina",287
45051,"Horry County, South Carolina",11784
45053,"Jasper County, South Carolina",1935
45055,"Kershaw County, South Carolina",856
45057,"Lancaster County, South Carolina",1556
45059,"Laurens County, South Carolina",1266
45061,"Lee County, South Carolina",18
45063,"Lexington County, South Carolina",9212
